PLAN-ID,Item-ID,Entity,Group Description,Liquidity Group/Super Liquidity Group,Item's Date,Amount,Currency,Credit/Debit,Origin,Item Status,Plan Name,Year Title,Plan Currency,Plan Status,Rate,Amount in plan currency,Project,Contra Entity,Cash Transaction Reason,Cash Transaction Type,From Actual Data,Rate Type,Rate Type Description,Record Number of Cash Transaction,Cash Flow Number,Actual Data Internal Reference 1,Actual Data Internal Reference 2,Actual Data Cash Flow Ref.,Counterpart,PTP Account,Account,Long Name of Account,Comment,Created by,Created at,Changed by,Changed at,Plan Category,Plan Type,Consolidation possible,Exposure Aggregation,Entity ID,Entity Name,Entity Short Name,Group ID,Type,Project ID,Super Liquidity Group,Original Liquidity Group
19836,LX2335000022123,97C,Trade Receivables incl. VAT,TRR,09/04/2023,8500000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW35,EUR,Archive,1,8500000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19836,LX2335000022124,97C,Trade Receivables incl. VAT,TRR,09/11/2023,6000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW35,EUR,Archive,1,6000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19836,LX2335000022125,97C,Trade Receivables incl. VAT,TRR,09/18/2023,7500000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW35,EUR,Archive,1,7500000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19836,LX2335000022126,97C,Trade Payables incl. VAT,TRP,08/28/2023,-2470720,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW35,EUR,Archive,1,-2470720,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19836,LX2335000022127,97C,Trade Payables incl. VAT,TRP,09/04/2023,-1850471,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW35,EUR,Archive,1,-1850471,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19836,LX2335000022128,97C,Trade Payables incl. VAT,TRP,09/11/2023,-7649245,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW35,EUR,Archive,1,-7649245,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19836,LX2335000022129,97C,Trade Payables incl. VAT,TRP,09/18/2023,-1602015,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW35,EUR,Archive,1,-1602015,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19866,LX2336000022548,86W,Trade Receivables incl. VAT,TRR,09/04/2023,18643328,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,18643328,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19866,LX2336000022549,86W,Trade Receivables incl. VAT,TRR,09/11/2023,11837154,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,11837154,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19866,LX2336000022550,86W,Trade Receivables incl. VAT,TRR,09/18/2023,8857324,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,8857324,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19866,LX2336000022551,86W,Trade Receivables incl. VAT,TRR,09/25/2023,7315903,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,7315903,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19866,LX2336000022552,86W,Trade Payables incl. VAT,TRP,09/04/2023,-27902,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,-27902,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609332,Liquidity Group,,No,
19866,LX2336000022553,86W,Other receivables,OTR,09/25/2023,2531000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,2531000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609344,Liquidity Group,,No,
19868,LX2335000022306,97C,Trade Receivables incl. VAT,TRR,09/11/2023,6000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,6000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,08/28/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19868,LX2336000022554,97C,Trade Receivables incl. VAT,TRR,09/04/2023,15000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,15000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19868,LX2336000022555,97C,Trade Receivables incl. VAT,TRR,09/18/2023,7000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,7000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19868,LX2336000022556,97C,Trade Receivables incl. VAT,TRR,09/25/2023,13000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,13000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19868,LX2336000022557,97C,Trade Payables incl. VAT,TRP,09/04/2023,-3755901,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,-3755901,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19868,LX2336000022558,97C,Trade Payables incl. VAT,TRP,09/11/2023,-8227545,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,-8227545,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19868,LX2336000022559,97C,Trade Payables incl. VAT,TRP,09/18/2023,-1677595,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,-1677595,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19868,LX2336000022560,97C,Trade Payables incl. VAT,TRP,09/25/2023,-2998178,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW36,EUR,Archive,1,-2998178,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19898,LX2336000022788,86W,Other receivables,OTR,09/25/2023,2531000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,2531000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609344,Liquidity Group,,No,
19898,LX2337000023249,86W,Trade Payables incl. VAT,TRP,09/18/2023,-9720,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,-9720,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609332,Liquidity Group,,No,
19898,LX2337000023250,86W,Trade Payables incl. VAT,TRP,09/25/2023,-12822,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,-12822,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609332,Liquidity Group,,No,
19898,LX2337000023251,86W,Trade Receivables incl. VAT,TRR,09/11/2023,19128932,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,19128932,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19898,LX2337000023252,86W,Trade Receivables incl. VAT,TRR,09/18/2023,12174436,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,12174436,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19898,LX2337000023253,86W,Trade Receivables incl. VAT,TRR,09/25/2023,10121940,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,10121940,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19898,LX2337000023254,86W,Trade Receivables incl. VAT,TRR,10/02/2023,21354157,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,21354157,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19900,LX2336000022791,97C,Trade Receivables incl. VAT,TRR,09/25/2023,13000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,13000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19900,LX2337000023256,97C,Trade Receivables incl. VAT,TRR,09/11/2023,13500000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,13500000,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19900,LX2337000023257,97C,Trade Receivables incl. VAT,TRR,09/18/2023,8000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,8000000,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19900,LX2337000023258,97C,Trade Receivables incl. VAT,TRR,10/02/2023,2000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,2000000,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19900,LX2337000023259,97C,Trade Payables incl. VAT,TRP,09/11/2023,-10649875,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,-10649875,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19900,LX2337000023260,97C,Trade Payables incl. VAT,TRP,09/18/2023,-1632389,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,-1632389,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19900,LX2337000023261,97C,Trade Payables incl. VAT,TRP,09/25/2023,-1984780,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,-1984780,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19900,LX2337000023262,97C,Trade Payables incl. VAT,TRP,10/02/2023,-520397,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW37,EUR,Archive,1,-520397,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19930,LX2337000023728,86W,Other receivables,OTR,09/25/2023,2531000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,2531000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609344,Liquidity Group,,No,
19930,LX2337000023730,86W,Trade Payables incl. VAT,TRP,09/25/2023,-12822,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,-12822,,,,,No,D,ASP,,0,,,,,,,,,PRAZAKOVAM,09/11/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609332,Liquidity Group,,No,
19930,LX2338000024067,86W,Trade Receivables incl. VAT,TRR,09/18/2023,26151052,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,26151052,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19930,LX2338000024068,86W,Trade Receivables incl. VAT,TRR,09/25/2023,27603386,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,27603386,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19930,LX2338000024069,86W,Trade Receivables incl. VAT,TRR,10/02/2023,7115005,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,7115005,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19930,LX2338000024070,86W,Trade Receivables incl. VAT,TRR,10/09/2023,10705369,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,10705369,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19930,LX2338000024071,86W,Trade Payables incl. VAT,TRP,09/18/2023,-10376,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,-10376,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609332,Liquidity Group,,No,
19932,LX2338000024072,97C,Trade Receivables incl. VAT,TRR,09/18/2023,13000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,13000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19932,LX2338000024074,97C,Trade Receivables incl. VAT,TRR,10/02/2023,3500000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,3500000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19932,LX2338000024075,97C,Trade Receivables incl. VAT,TRR,10/09/2023,6000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,6000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19932,LX2338000024076,97C,Trade Payables incl. VAT,TRP,09/18/2023,-8772952,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,-8772952,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19932,LX2338000024077,97C,Trade Payables incl. VAT,TRP,09/25/2023,-3676001,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,-3676001,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19932,LX2338000024078,97C,Trade Payables incl. VAT,TRP,10/02/2023,-599655,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,-599655,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19932,LX2338000024079,97C,Trade Payables incl. VAT,TRP,10/09/2023,-8243854,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,-8243854,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19932,LX2338000024080,97C,Trade Receivables incl. VAT,TRR,09/25/2023,14000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW38,EUR,Archive,1,14000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19962,LX2338000024539,86W,Other receivables,OTR,09/25/2023,2531000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,2531000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/04/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609344,Liquidity Group,,No,
19962,LX2339000024869,86W,Trade Receivables incl. VAT,TRR,09/25/2023,34621161,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,34621161,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19962,LX2339000024870,86W,Trade Receivables incl. VAT,TRR,10/02/2023,13277195,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,13277195,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19962,LX2339000024871,86W,Trade Receivables incl. VAT,TRR,10/09/2023,12931685,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,12931685,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19962,LX2339000024872,86W,Trade Receivables incl. VAT,TRR,10/16/2023,9753039,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,9753039,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19962,LX2339000024873,86W,Trade Payables incl. VAT,TRP,09/25/2023,-102827,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,-102827,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609332,Liquidity Group,,No,
19964,LX2338000024545,97C,Trade Receivables incl. VAT,TRR,10/09/2023,6000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,6000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19964,LX2339000024874,97C,Trade Receivables incl. VAT,TRR,09/25/2023,17500000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,17500000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19964,LX2339000024875,97C,Trade Receivables incl. VAT,TRR,10/02/2023,5000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,5000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19964,LX2339000024876,97C,Trade Receivables incl. VAT,TRR,10/16/2023,5500000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,5500000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
19964,LX2339000024877,97C,Trade Payables incl. VAT,TRP,09/25/2023,-12595911,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,-12595911,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19964,LX2339000024878,97C,Trade Payables incl. VAT,TRP,10/02/2023,-1689246,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,-1689246,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19964,LX2339000024879,97C,Trade Payables incl. VAT,TRP,10/09/2023,-8720817,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,-8720817,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19964,LX2339000024880,97C,Trade Payables incl. VAT,TRP,10/16/2023,-1662826,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW39,EUR,Archive,1,-1662826,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/25/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609332,Liquidity Group,,No,
19994,LX2340000025641,86W,Trade Receivables incl. VAT,TRR,10/02/2023,14660018,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW40,EUR,Archive,1,14660018,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/02/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19994,LX2340000025642,86W,Trade Receivables incl. VAT,TRR,10/09/2023,15626330,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW40,EUR,Archive,1,15626330,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/02/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19994,LX2340000025643,86W,Trade Receivables incl. VAT,TRR,10/16/2023,12259978,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW40,EUR,Archive,1,12259978,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/02/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19994,LX2340000025644,86W,Trade Receivables incl. VAT,TRR,10/23/2023,11695015,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW40,EUR,Archive,1,11695015,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/02/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609331,Liquidity Group,,No,
19994,LX2340000025645,86W,Trade Payables incl. VAT,TRP,10/02/2023,-127499,EUR,Debit,LP,Recorded manually,Operational Plan,2023/CW40,EUR,Archive,1,-127499,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,10/02/2023,,,Standard,Operational Plan,No,No,ITS000015605370,APERAM STAINLESS EUROPE,86W,ITS000015609332,Liquidity Group,,No,
19996,LX2340000025328,97C,Trade Receivables incl. VAT,TRR,10/09/2023,6000000,EUR,Credit,LP,Recorded manually,Operational Plan,2023/CW40,EUR,Archive,1,6000000,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,09/18/2023,,,Standard,Operational Plan,No,No,ITS000015605376,APERAM ALLOYS IMPHY,97C,ITS000015609331,Liquidity Group,,No,
